,Log,Objects,Events,Activities,Types,Relative Variance,Start,Relations,Notion
43,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,0.0,{'Dispute'},"{('Order', 'Perform Credit Check'), ('Receive Payment', 'Payment'), ('Return', 'Process Return Request'), ('Send Invoice to Customer', 'Invoice'), ('Validate Customer Order', 'Order'), ('Process Return Request', 'Customer'), ('Return', 'Issue Credit Note'), ('Issue Credit Note', 'CreditNote'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Customer'), ('Receive Customer Order', 'Customer'), ('Schedule Order Fulfillment', 'Order'), ('Shipment', 'Ship Order'), ('Issue Payment Reminder', 'Customer'), ('Product', 'Generate Pick List'), ('Perform Credit Check', 'Customer'), ('Invoice', 'Generate Invoice'), ('Generate Shipping Label', 'Order'), ('Order', 'Apply Discount'), ('Order', 'Approve Order'), ('Ship Order', 'Order'), ('Order', 'Receive Customer Order'), ('Reject Order', 'Order'), ('Apply Payment', 'Invoice'), ('Order', 'Pack Items'), ('Send Invoice to Customer', 'Customer'), ('CreditNote', 'Issue Credit Note'), ('Generate Invoice', 'Invoice'), ('Process Return Request', 'Return'), ('Payment', 'Apply Payment'), ('Receive Payment', 'Invoice'), ('Apply Payment', 'Payment'), ('Shipment', 'Generate Shipping Label'), ('Order', 'Schedule Order Fulfillment'), ('Generate Pick List', 'Order'), ('Approve Order', 'Order'), ('Invoice', 'Receive Payment'), ('Apply Discount', 'Order'), ('Payment', 'Receive Payment'), ('Update Inventory', 'Product'), ('Return', 'Approve Return'), ('Invoice', 'Send Invoice to Customer'), ('Approve Return', 'Return'), ('Generate Shipping Label', 'Shipment'), ('Ship Order', 'Shipment'), ('Product', 'Update Inventory'), ('Order', 'Process Return Request'), ('Receive Customer Order', 'Order'), ('Order', 'Generate Invoice'), ('Generate Invoice', 'Order'), ('Order', 'Ship Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Perform Credit Check', 'Order'), ('Reject Order', 'Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Generate Pick List', 'Product'), ('Handle Payment Discrepancy', 'Dispute'), ('Invoice', 'Apply Payment'), ('Order', 'Validate Customer Order'), ('Product', 'Pick Items'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Reject Order'), ('Issue Payment Reminder', 'Invoice'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Generate Shipping Label'), ('Issue Credit Note', 'Return'), ('Order', 'Generate Pick List'), ('Approve Order', 'Customer'), ('Pack Items', 'Order'), ('Pick Items', 'Product')}",Advanced
44,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,4377772787.336814,{'Order'},"{('Order', 'Perform Credit Check'), ('Receive Payment', 'Payment'), ('Return', 'Process Return Request'), ('Validate Customer Order', 'Order'), ('Process Return Request', 'Customer'), ('Send Invoice to Customer', 'Invoice'), ('Return', 'Issue Credit Note'), ('Issue Credit Note', 'CreditNote'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Customer'), ('Receive Customer Order', 'Customer'), ('Schedule Order Fulfillment', 'Order'), ('Shipment', 'Ship Order'), ('Issue Payment Reminder', 'Customer'), ('Product', 'Generate Pick List'), ('Perform Credit Check', 'Customer'), ('Invoice', 'Generate Invoice'), ('Generate Shipping Label', 'Order'), ('Order', 'Apply Discount'), ('Order', 'Approve Order'), ('Ship Order', 'Order'), ('Order', 'Receive Customer Order'), ('Reject Order', 'Order'), ('Order', 'Pack Items'), ('Apply Payment', 'Invoice'), ('Send Invoice to Customer', 'Customer'), ('CreditNote', 'Issue Credit Note'), ('Generate Invoice', 'Invoice'), ('Process Return Request', 'Return'), ('Payment', 'Apply Payment'), ('Receive Payment', 'Invoice'), ('Shipment', 'Generate Shipping Label'), ('Apply Payment', 'Payment'), ('Order', 'Schedule Order Fulfillment'), ('Generate Pick List', 'Order'), ('Approve Order', 'Order'), ('Invoice', 'Receive Payment'), ('Apply Discount', 'Order'), ('Payment', 'Receive Payment'), ('Update Inventory', 'Product'), ('Return', 'Approve Return'), ('Invoice', 'Send Invoice to Customer'), ('Approve Return', 'Return'), ('Generate Shipping Label', 'Shipment'), ('Ship Order', 'Shipment'), ('Product', 'Update Inventory'), ('Order', 'Process Return Request'), ('Receive Customer Order', 'Order'), ('Order', 'Generate Invoice'), ('Order', 'Ship Order'), ('Generate Invoice', 'Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Perform Credit Check', 'Order'), ('Reject Order', 'Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Generate Pick List', 'Product'), ('Handle Payment Discrepancy', 'Dispute'), ('Invoice', 'Apply Payment'), ('Order', 'Validate Customer Order'), ('Product', 'Pick Items'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Reject Order'), ('Issue Payment Reminder', 'Invoice'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Generate Shipping Label'), ('Issue Credit Note', 'Return'), ('Order', 'Generate Pick List'), ('Approve Order', 'Customer'), ('Pack Items', 'Order'), ('Pick Items', 'Product')}",Advanced
45,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,1595130196.860367,{'Return'},"{('Order', 'Perform Credit Check'), ('Receive Payment', 'Payment'), ('Return', 'Process Return Request'), ('Validate Customer Order', 'Order'), ('Process Return Request', 'Customer'), ('Send Invoice to Customer', 'Invoice'), ('Return', 'Issue Credit Note'), ('Issue Credit Note', 'CreditNote'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Customer'), ('Receive Customer Order', 'Customer'), ('Schedule Order Fulfillment', 'Order'), ('Shipment', 'Ship Order'), ('Issue Payment Reminder', 'Customer'), ('Product', 'Generate Pick List'), ('Perform Credit Check', 'Customer'), ('Invoice', 'Generate Invoice'), ('Generate Shipping Label', 'Order'), ('Order', 'Apply Discount'), ('Order', 'Approve Order'), ('Ship Order', 'Order'), ('Order', 'Receive Customer Order'), ('Reject Order', 'Order'), ('Order', 'Pack Items'), ('Apply Payment', 'Invoice'), ('CreditNote', 'Issue Credit Note'), ('Send Invoice to Customer', 'Customer'), ('Process Return Request', 'Return'), ('Generate Invoice', 'Invoice'), ('Payment', 'Apply Payment'), ('Receive Payment', 'Invoice'), ('Shipment', 'Generate Shipping Label'), ('Apply Payment', 'Payment'), ('Order', 'Schedule Order Fulfillment'), ('Generate Pick List', 'Order'), ('Approve Order', 'Order'), ('Invoice', 'Receive Payment'), ('Apply Discount', 'Order'), ('Payment', 'Receive Payment'), ('Update Inventory', 'Product'), ('Return', 'Approve Return'), ('Invoice', 'Send Invoice to Customer'), ('Approve Return', 'Return'), ('Generate Shipping Label', 'Shipment'), ('Ship Order', 'Shipment'), ('Product', 'Update Inventory'), ('Order', 'Process Return Request'), ('Receive Customer Order', 'Order'), ('Order', 'Generate Invoice'), ('Order', 'Ship Order'), ('Generate Invoice', 'Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Perform Credit Check', 'Order'), ('Reject Order', 'Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Generate Pick List', 'Product'), ('Handle Payment Discrepancy', 'Dispute'), ('Invoice', 'Apply Payment'), ('Order', 'Validate Customer Order'), ('Product', 'Pick Items'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Reject Order'), ('Issue Payment Reminder', 'Invoice'), ('Invoice', 'Handle Payment Discrepancy'), ('Issue Credit Note', 'Return'), ('Order', 'Generate Shipping Label'), ('Order', 'Generate Pick List'), ('Approve Order', 'Customer'), ('Pack Items', 'Order'), ('Pick Items', 'Product')}",Advanced
46,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,0.0,{'Shipment'},"{('Order', 'Perform Credit Check'), ('Receive Payment', 'Payment'), ('Return', 'Process Return Request'), ('Validate Customer Order', 'Order'), ('Process Return Request', 'Customer'), ('Send Invoice to Customer', 'Invoice'), ('Return', 'Issue Credit Note'), ('Issue Credit Note', 'CreditNote'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Customer'), ('Receive Customer Order', 'Customer'), ('Schedule Order Fulfillment', 'Order'), ('Shipment', 'Ship Order'), ('Issue Payment Reminder', 'Customer'), ('Product', 'Generate Pick List'), ('Perform Credit Check', 'Customer'), ('Invoice', 'Generate Invoice'), ('Generate Shipping Label', 'Order'), ('Order', 'Apply Discount'), ('Ship Order', 'Order'), ('Order', 'Approve Order'), ('Order', 'Receive Customer Order'), ('Reject Order', 'Order'), ('Order', 'Pack Items'), ('Apply Payment', 'Invoice'), ('Send Invoice to Customer', 'Customer'), ('CreditNote', 'Issue Credit Note'), ('Generate Invoice', 'Invoice'), ('Process Return Request', 'Return'), ('Payment', 'Apply Payment'), ('Receive Payment', 'Invoice'), ('Shipment', 'Generate Shipping Label'), ('Apply Payment', 'Payment'), ('Order', 'Schedule Order Fulfillment'), ('Generate Pick List', 'Order'), ('Approve Order', 'Order'), ('Invoice', 'Receive Payment'), ('Apply Discount', 'Order'), ('Payment', 'Receive Payment'), ('Update Inventory', 'Product'), ('Return', 'Approve Return'), ('Invoice', 'Send Invoice to Customer'), ('Approve Return', 'Return'), ('Generate Shipping Label', 'Shipment'), ('Ship Order', 'Shipment'), ('Product', 'Update Inventory'), ('Order', 'Process Return Request'), ('Receive Customer Order', 'Order'), ('Order', 'Generate Invoice'), ('Order', 'Ship Order'), ('Generate Invoice', 'Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Perform Credit Check', 'Order'), ('Reject Order', 'Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Generate Pick List', 'Product'), ('Handle Payment Discrepancy', 'Dispute'), ('Invoice', 'Apply Payment'), ('Order', 'Validate Customer Order'), ('Product', 'Pick Items'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Reject Order'), ('Issue Payment Reminder', 'Invoice'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Generate Shipping Label'), ('Issue Credit Note', 'Return'), ('Order', 'Generate Pick List'), ('Approve Order', 'Customer'), ('Pack Items', 'Order'), ('Pick Items', 'Product')}",Advanced
47,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,1595130196.860367,{'CreditNote'},"{('Order', 'Perform Credit Check'), ('Receive Payment', 'Payment'), ('Return', 'Process Return Request'), ('Validate Customer Order', 'Order'), ('Process Return Request', 'Customer'), ('Send Invoice to Customer', 'Invoice'), ('Return', 'Issue Credit Note'), ('Issue Credit Note', 'CreditNote'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Customer'), ('Receive Customer Order', 'Customer'), ('Schedule Order Fulfillment', 'Order'), ('Shipment', 'Ship Order'), ('Issue Payment Reminder', 'Customer'), ('Product', 'Generate Pick List'), ('Perform Credit Check', 'Customer'), ('Invoice', 'Generate Invoice'), ('Generate Shipping Label', 'Order'), ('Order', 'Apply Discount'), ('Order', 'Approve Order'), ('Ship Order', 'Order'), ('Order', 'Receive Customer Order'), ('Reject Order', 'Order'), ('Order', 'Pack Items'), ('Apply Payment', 'Invoice'), ('CreditNote', 'Issue Credit Note'), ('Send Invoice to Customer', 'Customer'), ('Process Return Request', 'Return'), ('Generate Invoice', 'Invoice'), ('Payment', 'Apply Payment'), ('Receive Payment', 'Invoice'), ('Shipment', 'Generate Shipping Label'), ('Apply Payment', 'Payment'), ('Order', 'Schedule Order Fulfillment'), ('Generate Pick List', 'Order'), ('Approve Order', 'Order'), ('Invoice', 'Receive Payment'), ('Apply Discount', 'Order'), ('Payment', 'Receive Payment'), ('Update Inventory', 'Product'), ('Return', 'Approve Return'), ('Invoice', 'Send Invoice to Customer'), ('Approve Return', 'Return'), ('Generate Shipping Label', 'Shipment'), ('Ship Order', 'Shipment'), ('Product', 'Update Inventory'), ('Order', 'Process Return Request'), ('Receive Customer Order', 'Order'), ('Order', 'Generate Invoice'), ('Order', 'Ship Order'), ('Generate Invoice', 'Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Perform Credit Check', 'Order'), ('Reject Order', 'Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Generate Pick List', 'Product'), ('Handle Payment Discrepancy', 'Dispute'), ('Invoice', 'Apply Payment'), ('Order', 'Validate Customer Order'), ('Product', 'Pick Items'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Reject Order'), ('Issue Payment Reminder', 'Invoice'), ('Invoice', 'Handle Payment Discrepancy'), ('Issue Credit Note', 'Return'), ('Order', 'Generate Shipping Label'), ('Order', 'Generate Pick List'), ('Approve Order', 'Customer'), ('Pack Items', 'Order'), ('Pick Items', 'Product')}",Advanced
48,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,0.0,{'Product'},"{('Order', 'Perform Credit Check'), ('Receive Payment', 'Payment'), ('Return', 'Process Return Request'), ('Validate Customer Order', 'Order'), ('Process Return Request', 'Customer'), ('Send Invoice to Customer', 'Invoice'), ('Return', 'Issue Credit Note'), ('Issue Credit Note', 'CreditNote'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Customer'), ('Receive Customer Order', 'Customer'), ('Schedule Order Fulfillment', 'Order'), ('Shipment', 'Ship Order'), ('Product', 'Generate Pick List'), ('Issue Payment Reminder', 'Customer'), ('Perform Credit Check', 'Customer'), ('Invoice', 'Generate Invoice'), ('Generate Shipping Label', 'Order'), ('Order', 'Apply Discount'), ('Order', 'Approve Order'), ('Ship Order', 'Order'), ('Order', 'Receive Customer Order'), ('Reject Order', 'Order'), ('Order', 'Pack Items'), ('Apply Payment', 'Invoice'), ('Send Invoice to Customer', 'Customer'), ('CreditNote', 'Issue Credit Note'), ('Generate Invoice', 'Invoice'), ('Process Return Request', 'Return'), ('Payment', 'Apply Payment'), ('Receive Payment', 'Invoice'), ('Shipment', 'Generate Shipping Label'), ('Apply Payment', 'Payment'), ('Order', 'Schedule Order Fulfillment'), ('Generate Pick List', 'Order'), ('Approve Order', 'Order'), ('Invoice', 'Receive Payment'), ('Apply Discount', 'Order'), ('Payment', 'Receive Payment'), ('Update Inventory', 'Product'), ('Return', 'Approve Return'), ('Invoice', 'Send Invoice to Customer'), ('Approve Return', 'Return'), ('Generate Shipping Label', 'Shipment'), ('Product', 'Update Inventory'), ('Ship Order', 'Shipment'), ('Order', 'Process Return Request'), ('Receive Customer Order', 'Order'), ('Order', 'Generate Invoice'), ('Order', 'Ship Order'), ('Generate Invoice', 'Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Perform Credit Check', 'Order'), ('Reject Order', 'Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Generate Pick List', 'Product'), ('Handle Payment Discrepancy', 'Dispute'), ('Invoice', 'Apply Payment'), ('Order', 'Validate Customer Order'), ('Product', 'Pick Items'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Reject Order'), ('Issue Payment Reminder', 'Invoice'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Generate Shipping Label'), ('Issue Credit Note', 'Return'), ('Order', 'Generate Pick List'), ('Approve Order', 'Customer'), ('Pack Items', 'Order'), ('Pick Items', 'Product')}",Advanced
49,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,15801588.938821802,{'Goods Receipt'},"{('Goods Receipt', 'Receive Goods'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Goods Receipt', 'Three-way Match - Successful')}",Traditional
50,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,13436663.976231115,{'Invoice'},"{('Invoice', 'Make Payment'), ('Invoice', 'Receive Invoice'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Invoice', 'Three-way Match - Successful')}",Traditional
51,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,9044126.579693126,{'Payment'},"{('Payment', 'Make Payment')}",Traditional
52,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,109034.84511264226,{'Purchase Requisition'},"{('Purchase Requisition', 'Approve PR'), ('Purchase Requisition', 'Create PO'), ('Purchase Requisition', 'Create PO (Batch)'), ('Purchase Requisition', 'Create PR'), ('Purchase Requisition', 'Reject PR')}",Traditional
53,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,691205.7559878065,{'Supplier'},"{('Supplier', 'Send PO to Supplier'), ('Supplier', 'Make Payment')}",Traditional
54,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,10248687.698196808,{'Purchase Order'},"{('Purchase Order', 'Receive Goods'), ('Purchase Order', 'Receive Invoice'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Purchase Order', 'Create PO'), ('Purchase Order', 'Send PO to Supplier'), ('Purchase Order', 'Three-way Match - Successful'), ('Purchase Order', 'Approve PO'), ('Purchase Order', 'Create PO (Batch)')}",Traditional
55,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,1543420.3260297764,"{'Goods Receipt', 'Invoice', 'Payment', 'Purchase Requisition', 'Supplier', 'Purchase Order'}","{('Purchase Order', 'Receive Goods'), ('Three-way Match - Successful', 'Invoice'), ('Reject PR', 'Purchase Requisition'), ('Receive Goods', 'Goods Receipt'), ('Receive Invoice', 'Invoice'), ('Invoice', 'Receive Invoice'), ('Create PO', 'Purchase Order'), ('Receive Goods', 'Purchase Order'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Create PO (Batch)', 'Purchase Order'), ('Supplier', 'Send PO to Supplier'), ('Make Payment', 'Invoice'), ('Approve PO', 'Purchase Order'), ('Purchase Requisition', 'Create PR'), ('Three-way Match - Mismatch Found', 'Invoice'), ('Purchase Requisition', 'Approve PR'), ('Purchase Order', 'Receive Invoice'), ('Purchase Requisition', 'Create PO'), ('Make Payment', 'Payment'), ('Goods Receipt', 'Receive Goods'), ('Purchase Order', 'Send PO to Supplier'), ('Purchase Order', 'Approve PO'), ('Three-way Match - Successful', 'Goods Receipt'), ('Invoice', 'Three-way Match - Successful'), ('Purchase Requisition', 'Create PO (Batch)'), ('Three-way Match - Successful', 'Purchase Order'), ('Approve PR', 'Purchase Requisition'), ('Receive Invoice', 'Purchase Order'), ('Create PR', 'Purchase Requisition'), ('Three-way Match - Mismatch Found', 'Goods Receipt'), ('Three-way Match - Mismatch Found', 'Purchase Order'), ('Purchase Order', 'Create PO'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Make Payment', 'Supplier'), ('Purchase Order', 'Three-way Match - Successful'), ('Send PO to Supplier', 'Purchase Order'), ('Purchase Order', 'Create PO (Batch)'), ('Send PO to Supplier', 'Supplier'), ('Purchase Requisition', 'Reject PR'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Create PO', 'Purchase Requisition'), ('Create PO (Batch)', 'Purchase Requisition'), ('Supplier', 'Make Payment'), ('Goods Receipt', 'Three-way Match - Successful'), ('Invoice', 'Make Payment'), ('Payment', 'Make Payment')}",Connected
56,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,2884978.4100961,{'Goods Receipt'},"{('Purchase Order', 'Receive Goods'), ('Three-way Match - Successful', 'Invoice'), ('Reject PR', 'Purchase Requisition'), ('Receive Goods', 'Goods Receipt'), ('Invoice', 'Receive Invoice'), ('Receive Invoice', 'Invoice'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Receive Goods', 'Purchase Order'), ('Create PO', 'Purchase Order'), ('Create PO (Batch)', 'Purchase Order'), ('Make Payment', 'Invoice'), ('Approve PO', 'Purchase Order'), ('Purchase Requisition', 'Create PR'), ('Three-way Match - Mismatch Found', 'Invoice'), ('Purchase Requisition', 'Approve PR'), ('Purchase Order', 'Receive Invoice'), ('Purchase Requisition', 'Create PO'), ('Make Payment', 'Payment'), ('Goods Receipt', 'Receive Goods'), ('Purchase Order', 'Send PO to Supplier'), ('Purchase Order', 'Approve PO'), ('Three-way Match - Successful', 'Goods Receipt'), ('Invoice', 'Three-way Match - Successful'), ('Purchase Requisition', 'Create PO (Batch)'), ('Three-way Match - Successful', 'Purchase Order'), ('Approve PR', 'Purchase Requisition'), ('Receive Invoice', 'Purchase Order'), ('Create PR', 'Purchase Requisition'), ('Three-way Match - Mismatch Found', 'Goods Receipt'), ('Three-way Match - Mismatch Found', 'Purchase Order'), ('Purchase Order', 'Create PO'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Make Payment', 'Supplier'), ('Purchase Order', 'Three-way Match - Successful'), ('Send PO to Supplier', 'Purchase Order'), ('Purchase Order', 'Create PO (Batch)'), ('Send PO to Supplier', 'Supplier'), ('Purchase Requisition', 'Reject PR'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Create PO', 'Purchase Requisition'), ('Create PO (Batch)', 'Purchase Requisition'), ('Goods Receipt', 'Three-way Match - Successful'), ('Invoice', 'Make Payment')}",Advanced
57,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,2884978.4100961,{'Invoice'},"{('Purchase Order', 'Receive Goods'), ('Three-way Match - Successful', 'Invoice'), ('Reject PR', 'Purchase Requisition'), ('Receive Invoice', 'Invoice'), ('Invoice', 'Receive Invoice'), ('Receive Goods', 'Goods Receipt'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Create PO', 'Purchase Order'), ('Receive Goods', 'Purchase Order'), ('Create PO (Batch)', 'Purchase Order'), ('Make Payment', 'Invoice'), ('Approve PO', 'Purchase Order'), ('Purchase Requisition', 'Create PR'), ('Three-way Match - Mismatch Found', 'Invoice'), ('Purchase Requisition', 'Approve PR'), ('Purchase Order', 'Receive Invoice'), ('Purchase Requisition', 'Create PO'), ('Make Payment', 'Payment'), ('Goods Receipt', 'Receive Goods'), ('Purchase Order', 'Send PO to Supplier'), ('Purchase Order', 'Approve PO'), ('Three-way Match - Successful', 'Goods Receipt'), ('Invoice', 'Three-way Match - Successful'), ('Purchase Requisition', 'Create PO (Batch)'), ('Three-way Match - Successful', 'Purchase Order'), ('Approve PR', 'Purchase Requisition'), ('Receive Invoice', 'Purchase Order'), ('Create PR', 'Purchase Requisition'), ('Three-way Match - Mismatch Found', 'Goods Receipt'), ('Three-way Match - Mismatch Found', 'Purchase Order'), ('Purchase Order', 'Create PO'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Make Payment', 'Supplier'), ('Purchase Order', 'Three-way Match - Successful'), ('Send PO to Supplier', 'Purchase Order'), ('Purchase Order', 'Create PO (Batch)'), ('Send PO to Supplier', 'Supplier'), ('Purchase Requisition', 'Reject PR'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Create PO', 'Purchase Requisition'), ('Create PO (Batch)', 'Purchase Requisition'), ('Goods Receipt', 'Three-way Match - Successful'), ('Invoice', 'Make Payment')}",Advanced
58,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,2691626.6286710063,{'Payment'},"{('Purchase Order', 'Receive Goods'), ('Three-way Match - Successful', 'Invoice'), ('Reject PR', 'Purchase Requisition'), ('Receive Goods', 'Goods Receipt'), ('Invoice', 'Receive Invoice'), ('Receive Invoice', 'Invoice'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Create PO', 'Purchase Order'), ('Receive Goods', 'Purchase Order'), ('Create PO (Batch)', 'Purchase Order'), ('Make Payment', 'Invoice'), ('Approve PO', 'Purchase Order'), ('Purchase Requisition', 'Create PR'), ('Three-way Match - Mismatch Found', 'Invoice'), ('Purchase Requisition', 'Approve PR'), ('Purchase Order', 'Receive Invoice'), ('Purchase Requisition', 'Create PO'), ('Make Payment', 'Payment'), ('Goods Receipt', 'Receive Goods'), ('Purchase Order', 'Send PO to Supplier'), ('Purchase Order', 'Approve PO'), ('Three-way Match - Successful', 'Goods Receipt'), ('Invoice', 'Three-way Match - Successful'), ('Purchase Requisition', 'Create PO (Batch)'), ('Three-way Match - Successful', 'Purchase Order'), ('Approve PR', 'Purchase Requisition'), ('Receive Invoice', 'Purchase Order'), ('Create PR', 'Purchase Requisition'), ('Three-way Match - Mismatch Found', 'Goods Receipt'), ('Three-way Match - Mismatch Found', 'Purchase Order'), ('Purchase Order', 'Create PO'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Make Payment', 'Supplier'), ('Purchase Order', 'Three-way Match - Successful'), ('Send PO to Supplier', 'Purchase Order'), ('Purchase Order', 'Create PO (Batch)'), ('Send PO to Supplier', 'Supplier'), ('Purchase Requisition', 'Reject PR'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Create PO', 'Purchase Requisition'), ('Create PO (Batch)', 'Purchase Requisition'), ('Goods Receipt', 'Three-way Match - Successful'), ('Invoice', 'Make Payment'), ('Payment', 'Make Payment')}",Advanced
59,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,4989455.336704248,{'Purchase Requisition'},"{('Purchase Order', 'Receive Goods'), ('Three-way Match - Successful', 'Invoice'), ('Reject PR', 'Purchase Requisition'), ('Receive Goods', 'Goods Receipt'), ('Invoice', 'Receive Invoice'), ('Receive Invoice', 'Invoice'), ('Create PO', 'Purchase Order'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Receive Goods', 'Purchase Order'), ('Create PO (Batch)', 'Purchase Order'), ('Make Payment', 'Invoice'), ('Approve PO', 'Purchase Order'), ('Purchase Requisition', 'Create PR'), ('Three-way Match - Mismatch Found', 'Invoice'), ('Purchase Requisition', 'Approve PR'), ('Purchase Order', 'Receive Invoice'), ('Purchase Requisition', 'Create PO'), ('Make Payment', 'Payment'), ('Goods Receipt', 'Receive Goods'), ('Purchase Order', 'Send PO to Supplier'), ('Purchase Order', 'Approve PO'), ('Three-way Match - Successful', 'Goods Receipt'), ('Invoice', 'Three-way Match - Successful'), ('Purchase Requisition', 'Create PO (Batch)'), ('Three-way Match - Successful', 'Purchase Order'), ('Approve PR', 'Purchase Requisition'), ('Receive Invoice', 'Purchase Order'), ('Create PR', 'Purchase Requisition'), ('Three-way Match - Mismatch Found', 'Goods Receipt'), ('Three-way Match - Mismatch Found', 'Purchase Order'), ('Purchase Order', 'Create PO'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Make Payment', 'Supplier'), ('Purchase Order', 'Three-way Match - Successful'), ('Send PO to Supplier', 'Purchase Order'), ('Purchase Requisition', 'Reject PR'), ('Purchase Order', 'Create PO (Batch)'), ('Send PO to Supplier', 'Supplier'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Create PO', 'Purchase Requisition'), ('Create PO (Batch)', 'Purchase Requisition'), ('Goods Receipt', 'Three-way Match - Successful'), ('Invoice', 'Make Payment')}",Advanced
