,Log,Objects,Events,Activities,Types,Property Value,Property,Measure,Start,Relations,Runtime
10,data/02_ocel_legacy_recruiting.jsonocel,1505,6980,16,6,9.822755793492416,<function skewness at 0x0000015FE1CD0EA0>,<function get_cycle_time at 0x0000015FE1CD0680>,{'applications'},"{('applications', 'job offer declined'), ('consult manager', 'recruiters'), ('conduct interview', 'applicants'), ('make job offer', 'offers'), ('conduct interview', 'recruiters'), ('job offer declined', 'vacancies'), ('make job offer', 'vacancies'), ('offers', 'make job offer'), ('invite for interview', 'vacancies'), ('make job offer', 'recruiters'), ('recruiters', 'job offer declined'), ('check references', 'recruiters'), ('offer accepted and hired', 'applicants'), ('applications', 'consult manager'), ('invite for interview', 'applicants'), ('vacancies', 'offer accepted and hired'), ('change manager', 'managers'), ('invite for interview', 'recruiters'), ('conduct interview', 'applications'), ('applications', 'make job offer'), ('recruiters', 'invite for interview'), ('managers', 'conduct interview'), ('job offer declined', 'offers'), ('vacancies', 'conduct interview'), ('applicants', 'job offer declined'), ('open vacancy', 'managers'), ('change manager', 'vacancies'), ('check references', 'applications'), ('applications', 'invite for interview'), ('offer accepted and hired', 'applications'), ('recruiters', 'consult manager'), ('recruiters', 'assign recruiter'), ('job offer declined', 'applicants'), ('applicants', 'invite for interview'), ('job offer declined', 'recruiters'), ('recruiters', 'send rejection'), ('recruiters', 'first screening'), ('vacancies', 'job offer declined'), ('applications', 'submit application'), ('recruiters', 'make job offer'), ('make job offer', 'applicants'), ('open vacancy', 'vacancies'), ('close vacancy (no hire)', 'vacancies'), ('applications', 'assign recruiter'), ('assign vacancy', 'applications'), ('applications', 'assign vacancy'), ('consult manager', 'applications'), ('applications', 'send rejection'), ('applications', 'first screening'), ('applicants', 'send rejection'), ('applicants', 'make job offer'), ('vacancies', 'close vacancy (no hire)'), ('make job offer', 'applications'), ('vacancies', 'assign vacancy'), ('consult manager', 'managers'), ('conduct interview', 'managers'), ('invite for interview', 'applications'), ('vacancies', 'make job offer'), ('close vacancy for new applications', 'vacancies'), ('offers', 'offer accepted and hired'), ('vacancies', 'close vacancy for new applications'), ('assign vacancy', 'vacancies'), ('recruiters', 'offer accepted and hired'), ('applicants', 'submit application'), ('make job offer', 'managers'), ('conduct interview', 'vacancies'), ('managers', 'change manager'), ('vacancies', 'invite for interview'), ('vacancies', 'change manager'), ('recruiters', 'conduct interview'), ('applications', 'offer accepted and hired'), ('job offer declined', 'applications'), ('offer accepted and hired', 'offers'), ('vacancies', 'submit application'), ('applicants', 'offer accepted and hired'), ('managers', 'consult manager'), ('managers', 'open vacancy'), ('recruiters', 'check references'), ('applications', 'conduct interview'), ('offer accepted and hired', 'vacancies'), ('offers', 'job offer declined'), ('vacancies', 'open vacancy'), ('managers', 'make job offer'), ('applicants', 'conduct interview'), ('offer accepted and hired', 'recruiters'), ('applications', 'check references')}",36.493624687194824
11,data/02_ocel_legacy_recruiting.jsonocel,1505,6980,16,6,95.97831581874885,<function kurtosis at 0x0000015FE1CD0F40>,<function get_cycle_time at 0x0000015FE1CD0680>,{'applications'},"{('applications', 'job offer declined'), ('consult manager', 'recruiters'), ('conduct interview', 'applicants'), ('make job offer', 'offers'), ('conduct interview', 'recruiters'), ('job offer declined', 'vacancies'), ('make job offer', 'vacancies'), ('offers', 'make job offer'), ('invite for interview', 'vacancies'), ('make job offer', 'recruiters'), ('recruiters', 'job offer declined'), ('check references', 'recruiters'), ('offer accepted and hired', 'applicants'), ('applications', 'consult manager'), ('invite for interview', 'applicants'), ('vacancies', 'offer accepted and hired'), ('change manager', 'managers'), ('invite for interview', 'recruiters'), ('conduct interview', 'applications'), ('applications', 'make job offer'), ('recruiters', 'invite for interview'), ('managers', 'conduct interview'), ('job offer declined', 'offers'), ('vacancies', 'conduct interview'), ('applicants', 'job offer declined'), ('open vacancy', 'managers'), ('change manager', 'vacancies'), ('check references', 'applications'), ('applications', 'invite for interview'), ('recruiters', 'assign recruiter'), ('recruiters', 'consult manager'), ('offer accepted and hired', 'applications'), ('job offer declined', 'applicants'), ('applicants', 'invite for interview'), ('job offer declined', 'recruiters'), ('recruiters', 'send rejection'), ('recruiters', 'first screening'), ('vacancies', 'job offer declined'), ('open vacancy', 'vacancies'), ('make job offer', 'applicants'), ('applications', 'submit application'), ('recruiters', 'make job offer'), ('close vacancy (no hire)', 'vacancies'), ('applications', 'assign recruiter'), ('assign vacancy', 'applications'), ('applications', 'assign vacancy'), ('consult manager', 'applications'), ('applications', 'send rejection'), ('applications', 'first screening'), ('applicants', 'send rejection'), ('applicants', 'make job offer'), ('vacancies', 'close vacancy (no hire)'), ('make job offer', 'applications'), ('vacancies', 'assign vacancy'), ('consult manager', 'managers'), ('conduct interview', 'managers'), ('invite for interview', 'applications'), ('vacancies', 'make job offer'), ('close vacancy for new applications', 'vacancies'), ('offers', 'offer accepted and hired'), ('vacancies', 'close vacancy for new applications'), ('assign vacancy', 'vacancies'), ('recruiters', 'offer accepted and hired'), ('applicants', 'submit application'), ('make job offer', 'managers'), ('conduct interview', 'vacancies'), ('managers', 'change manager'), ('vacancies', 'invite for interview'), ('vacancies', 'change manager'), ('recruiters', 'conduct interview'), ('applications', 'offer accepted and hired'), ('job offer declined', 'applications'), ('vacancies', 'submit application'), ('offer accepted and hired', 'offers'), ('applicants', 'offer accepted and hired'), ('managers', 'consult manager'), ('managers', 'open vacancy'), ('recruiters', 'check references'), ('applications', 'conduct interview'), ('offers', 'job offer declined'), ('vacancies', 'open vacancy'), ('offer accepted and hired', 'vacancies'), ('managers', 'make job offer'), ('applicants', 'conduct interview'), ('offer accepted and hired', 'recruiters'), ('applications', 'check references')}",36.21312212944031
12,data/02_ocel_legacy_recruiting.jsonocel,1505,6980,16,6,4887.0,<function standard_deviation at 0x0000015FE1CD0CC0>,<function get_resource_usage at 0x0000015FE1CD0AE0>,{'vacancies'},"{('applications', 'job offer declined'), ('consult manager', 'recruiters'), ('conduct interview', 'applicants'), ('make job offer', 'offers'), ('conduct interview', 'recruiters'), ('job offer declined', 'vacancies'), ('make job offer', 'vacancies'), ('offers', 'make job offer'), ('invite for interview', 'vacancies'), ('make job offer', 'recruiters'), ('recruiters', 'job offer declined'), ('check references', 'recruiters'), ('offer accepted and hired', 'applicants'), ('applications', 'consult manager'), ('submit application', 'applicants'), ('invite for interview', 'applicants'), ('vacancies', 'offer accepted and hired'), ('change manager', 'managers'), ('invite for interview', 'recruiters'), ('conduct interview', 'applications'), ('applications', 'make job offer'), ('assign recruiter', 'applications'), ('recruiters', 'invite for interview'), ('managers', 'conduct interview'), ('job offer declined', 'offers'), ('vacancies', 'conduct interview'), ('applicants', 'job offer declined'), ('first screening', 'applications'), ('change manager', 'vacancies'), ('check references', 'applications'), ('applications', 'invite for interview'), ('recruiters', 'assign recruiter'), ('recruiters', 'consult manager'), ('offer accepted and hired', 'applications'), ('job offer declined', 'applicants'), ('applicants', 'invite for interview'), ('job offer declined', 'recruiters'), ('recruiters', 'send rejection'), ('recruiters', 'first screening'), ('vacancies', 'job offer declined'), ('applications', 'submit application'), ('recruiters', 'make job offer'), ('make job offer', 'applicants'), ('assign vacancy', 'applications'), ('applications', 'assign recruiter'), ('close vacancy (no hire)', 'vacancies'), ('applications', 'assign vacancy'), ('consult manager', 'applications'), ('applications', 'send rejection'), ('applications', 'first screening'), ('send rejection', 'applicants'), ('applicants', 'send rejection'), ('send rejection', 'recruiters'), ('applicants', 'make job offer'), ('vacancies', 'close vacancy (no hire)'), ('make job offer', 'applications'), ('vacancies', 'assign vacancy'), ('consult manager', 'managers'), ('submit application', 'applications'), ('conduct interview', 'managers'), ('invite for interview', 'applications'), ('vacancies', 'make job offer'), ('close vacancy for new applications', 'vacancies'), ('send rejection', 'applications'), ('offers', 'offer accepted and hired'), ('vacancies', 'close vacancy for new applications'), ('assign vacancy', 'vacancies'), ('recruiters', 'offer accepted and hired'), ('applicants', 'submit application'), ('make job offer', 'managers'), ('conduct interview', 'vacancies'), ('managers', 'change manager'), ('vacancies', 'invite for interview'), ('vacancies', 'change manager'), ('recruiters', 'conduct interview'), ('applications', 'offer accepted and hired'), ('assign recruiter', 'recruiters'), ('job offer declined', 'applications'), ('vacancies', 'submit application'), ('offer accepted and hired', 'offers'), ('applicants', 'offer accepted and hired'), ('managers', 'consult manager'), ('managers', 'open vacancy'), ('recruiters', 'check references'), ('applications', 'conduct interview'), ('offer accepted and hired', 'vacancies'), ('vacancies', 'open vacancy'), ('offers', 'job offer declined'), ('submit application', 'vacancies'), ('first screening', 'recruiters'), ('managers', 'make job offer'), ('applicants', 'conduct interview'), ('offer accepted and hired', 'recruiters'), ('applications', 'check references')}",146.90401005744934
13,data/02_ocel_legacy_recruiting.jsonocel,1505,6980,16,6,21.633356828277517,<function skewness at 0x0000015FE1CD0EA0>,<function get_resource_usage at 0x0000015FE1CD0AE0>,{'applications'},"{('invite for interview', 'applicants'), ('recruiters', 'offer accepted and hired'), ('applications', 'assign vacancy'), ('applicants', 'submit application'), ('change manager', 'managers'), ('invite for interview', 'recruiters'), ('applications', 'send rejection'), ('conduct interview', 'applications'), ('applications', 'first screening'), ('applications', 'make job offer'), ('make job offer', 'managers'), ('applications', 'job offer declined'), ('conduct interview', 'vacancies'), ('recruiters', 'invite for interview'), ('applicants', 'send rejection'), ('job offer declined', 'offers'), ('recruiters', 'conduct interview'), ('applicants', 'make job offer'), ('applicants', 'job offer declined'), ('applications', 'offer accepted and hired'), ('conduct interview', 'applicants'), ('open vacancy', 'managers'), ('close vacancy (no hire)', 'vacancies'), ('make job offer', 'offers'), ('conduct interview', 'recruiters'), ('job offer declined', 'applications'), ('applications', 'assign recruiter'), ('job offer declined', 'vacancies'), ('offer accepted and hired', 'offers'), ('assign vacancy', 'vacancies'), ('change manager', 'vacancies'), ('applicants', 'offer accepted and hired'), ('make job offer', 'applications'), ('applications', 'invite for interview'), ('offer accepted and hired', 'applications'), ('recruiters', 'check references'), ('recruiters', 'assign recruiter'), ('make job offer', 'vacancies'), ('recruiters', 'consult manager'), ('job offer declined', 'applicants'), ('applications', 'conduct interview'), ('offers', 'make job offer'), ('offer accepted and hired', 'vacancies'), ('offers', 'job offer declined'), ('applicants', 'invite for interview'), ('conduct interview', 'managers'), ('job offer declined', 'recruiters'), ('recruiters', 'send rejection'), ('recruiters', 'first screening'), ('invite for interview', 'applications'), ('close vacancy for new applications', 'vacancies'), ('applicants', 'conduct interview'), ('applications', 'submit application'), ('recruiters', 'make job offer'), ('make job offer', 'applicants'), ('make job offer', 'recruiters'), ('recruiters', 'job offer declined'), ('open vacancy', 'vacancies'), ('invite for interview', 'vacancies'), ('offers', 'offer accepted and hired'), ('offer accepted and hired', 'applicants'), ('offer accepted and hired', 'recruiters'), ('applications', 'consult manager'), ('assign vacancy', 'applications'), ('applications', 'check references')}",400.9501097202301
14,data/02_ocel_legacy_recruiting.jsonocel,1505,6980,16,6,466.0021276595695,<function kurtosis at 0x0000015FE1CD0F40>,<function get_resource_usage at 0x0000015FE1CD0AE0>,{'applications'},"{('invite for interview', 'applicants'), ('recruiters', 'offer accepted and hired'), ('applications', 'assign vacancy'), ('applicants', 'submit application'), ('change manager', 'managers'), ('invite for interview', 'recruiters'), ('applications', 'send rejection'), ('conduct interview', 'applications'), ('applications', 'first screening'), ('applications', 'make job offer'), ('make job offer', 'managers'), ('applications', 'job offer declined'), ('conduct interview', 'vacancies'), ('recruiters', 'invite for interview'), ('applicants', 'send rejection'), ('job offer declined', 'offers'), ('recruiters', 'conduct interview'), ('applicants', 'make job offer'), ('applicants', 'job offer declined'), ('applications', 'offer accepted and hired'), ('conduct interview', 'applicants'), ('open vacancy', 'managers'), ('close vacancy (no hire)', 'vacancies'), ('make job offer', 'offers'), ('conduct interview', 'recruiters'), ('job offer declined', 'vacancies'), ('job offer declined', 'applications'), ('change manager', 'vacancies'), ('assign vacancy', 'vacancies'), ('offer accepted and hired', 'offers'), ('applications', 'assign recruiter'), ('applicants', 'offer accepted and hired'), ('make job offer', 'applications'), ('applications', 'invite for interview'), ('make job offer', 'vacancies'), ('recruiters', 'consult manager'), ('offer accepted and hired', 'applications'), ('recruiters', 'assign recruiter'), ('recruiters', 'check references'), ('offers', 'make job offer'), ('applications', 'conduct interview'), ('job offer declined', 'applicants'), ('offer accepted and hired', 'vacancies'), ('offers', 'job offer declined'), ('applicants', 'invite for interview'), ('conduct interview', 'managers'), ('job offer declined', 'recruiters'), ('recruiters', 'send rejection'), ('invite for interview', 'applications'), ('recruiters', 'first screening'), ('close vacancy for new applications', 'vacancies'), ('applicants', 'conduct interview'), ('open vacancy', 'vacancies'), ('make job offer', 'applicants'), ('recruiters', 'make job offer'), ('applications', 'submit application'), ('make job offer', 'recruiters'), ('recruiters', 'job offer declined'), ('invite for interview', 'vacancies'), ('offers', 'offer accepted and hired'), ('offer accepted and hired', 'applicants'), ('offer accepted and hired', 'recruiters'), ('applications', 'consult manager'), ('assign vacancy', 'applications'), ('applications', 'check references')}",147.36724472045898
15,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,64324.90196942638,<function standard_deviation at 0x0000015FE1CD0CC0>,<function get_total_costs at 0x0000015FE1CD0B80>,{'Return'},"{('Perform Credit Check', 'Customer'), ('Pick Items', 'Product'), ('Shipment', 'Generate Shipping Label'), ('Order', 'Approve Order'), ('Order', 'Perform Credit Check'), ('Ship Order', 'Order'), ('Payment', 'Receive Payment'), ('Generate Pick List', 'Order'), ('Reject Order', 'Order'), ('Order', 'Schedule Order Fulfillment'), ('Order', 'Receive Customer Order'), ('Issue Payment Reminder', 'Customer'), ('Shipment', 'Ship Order'), ('Schedule Order Fulfillment', 'Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Payment', 'Apply Payment'), ('Return', 'Process Return Request'), ('Reject Order', 'Customer'), ('Apply Payment', 'Payment'), ('Validate Customer Order', 'Order'), ('Issue Credit Note', 'CreditNote'), ('Receive Customer Order', 'Order'), ('Customer', 'Process Return Request'), ('Receive Payment', 'Invoice'), ('Handle Payment Discrepancy', 'Customer'), ('Receive Customer Order', 'Customer'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Generate Shipping Label'), ('Generate Invoice', 'Order'), ('Receive Payment', 'Payment'), ('Order', 'Generate Invoice'), ('Order', 'Generate Pick List'), ('Return', 'Approve Return'), ('Generate Pick List', 'Product'), ('Ship Order', 'Shipment'), ('Send Invoice to Customer', 'Customer'), ('CreditNote', 'Issue Credit Note'), ('Customer', 'Approve Order'), ('Handle Payment Discrepancy', 'Dispute'), ('Invoice', 'Send Invoice to Customer'), ('Customer', 'Receive Customer Order'), ('Process Return Request', 'Order'), ('Issue Credit Note', 'Return'), ('Customer', 'Issue Payment Reminder'), ('Order', 'Reject Order'), ('Generate Shipping Label', 'Order'), ('Process Return Request', 'Customer'), ('Order', 'Process Return Request'), ('Approve Order', 'Order'), ('Invoice', 'Handle Payment Discrepancy'), ('Issue Payment Reminder', 'Invoice'), ('Product', 'Update Inventory'), ('Order', 'Ship Order'), ('Order', 'Validate Customer Order'), ('Customer', 'Send Invoice to Customer'), ('Product', 'Generate Pick List'), ('Invoice', 'Receive Payment'), ('Customer', 'Perform Credit Check'), ('Approve Return', 'Return'), ('Pack Items', 'Order'), ('Update Inventory', 'Product'), ('Process Return Request', 'Return'), ('Invoice', 'Apply Payment'), ('Invoice', 'Generate Invoice'), ('Order', 'Apply Discount'), ('Apply Payment', 'Invoice'), ('Handle Payment Discrepancy', 'Invoice'), ('Customer', 'Handle Payment Discrepancy'), ('Return', 'Issue Credit Note'), ('Generate Shipping Label', 'Shipment'), ('Order', 'Pack Items'), ('Product', 'Pick Items'), ('Approve Order', 'Customer'), ('Apply Discount', 'Order'), ('Customer', 'Reject Order'), ('Generate Invoice', 'Invoice'), ('Perform Credit Check', 'Order'), ('Send Invoice to Customer', 'Invoice')}",1374.3427381515503
16,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,13.747917500556277,<function skewness at 0x0000015FE1CD0EA0>,<function get_total_costs at 0x0000015FE1CD0B80>,{'Order'},"{('Pick Items', 'Product'), ('Invoice', 'Generate Invoice'), ('Shipment', 'Generate Shipping Label'), ('Customer', 'Issue Payment Reminder'), ('Order', 'Approve Order'), ('Order', 'Reject Order'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Apply Discount'), ('Apply Payment', 'Invoice'), ('Order', 'Perform Credit Check'), ('Handle Payment Discrepancy', 'Invoice'), ('Payment', 'Receive Payment'), ('Generate Invoice', 'Order'), ('Order', 'Generate Shipping Label'), ('Order', 'Process Return Request'), ('Generate Pick List', 'Order'), ('Receive Payment', 'Payment'), ('Customer', 'Handle Payment Discrepancy'), ('Approve Order', 'Order'), ('Order', 'Schedule Order Fulfillment'), ('Order', 'Receive Customer Order'), ('Issue Payment Reminder', 'Customer'), ('Shipment', 'Ship Order'), ('Return', 'Issue Credit Note'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Generate Invoice'), ('Schedule Order Fulfillment', 'Order'), ('Order', 'Generate Pick List'), ('Return', 'Approve Return'), ('Dispute', 'Handle Payment Discrepancy'), ('Payment', 'Apply Payment'), ('Return', 'Process Return Request'), ('Generate Pick List', 'Product'), ('Issue Payment Reminder', 'Invoice'), ('Order', 'Pack Items'), ('Apply Payment', 'Payment'), ('Validate Customer Order', 'Order'), ('Send Invoice to Customer', 'Customer'), ('Product', 'Update Inventory'), ('Approve Order', 'Customer'), ('Product', 'Pick Items'), ('Order', 'Ship Order'), ('Apply Discount', 'Order'), ('CreditNote', 'Issue Credit Note'), ('Customer', 'Approve Order'), ('Order', 'Validate Customer Order'), ('Handle Payment Discrepancy', 'Dispute'), ('Customer', 'Reject Order'), ('Customer', 'Send Invoice to Customer'), ('Product', 'Generate Pick List'), ('Generate Invoice', 'Invoice'), ('Invoice', 'Receive Payment'), ('Invoice', 'Send Invoice to Customer'), ('Issue Credit Note', 'CreditNote'), ('Customer', 'Perform Credit Check'), ('Send Invoice to Customer', 'Invoice'), ('Approve Return', 'Return'), ('Customer', 'Process Return Request'), ('Customer', 'Receive Customer Order'), ('Pack Items', 'Order'), ('Receive Payment', 'Invoice'), ('Update Inventory', 'Product'), ('Issue Credit Note', 'Return'), ('Handle Payment Discrepancy', 'Customer'), ('Invoice', 'Apply Payment')}",1241.6455733776093
17,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,187.0052356020975,<function kurtosis at 0x0000015FE1CD0F40>,<function get_total_costs at 0x0000015FE1CD0B80>,{'Order'},"{('Pick Items', 'Product'), ('Invoice', 'Generate Invoice'), ('Shipment', 'Generate Shipping Label'), ('Customer', 'Issue Payment Reminder'), ('Order', 'Approve Order'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Reject Order'), ('Order', 'Apply Discount'), ('Apply Payment', 'Invoice'), ('Order', 'Perform Credit Check'), ('Handle Payment Discrepancy', 'Invoice'), ('Payment', 'Receive Payment'), ('Generate Invoice', 'Order'), ('Order', 'Generate Shipping Label'), ('Generate Pick List', 'Order'), ('Order', 'Process Return Request'), ('Receive Payment', 'Payment'), ('Approve Order', 'Order'), ('Customer', 'Handle Payment Discrepancy'), ('Order', 'Schedule Order Fulfillment'), ('Issue Payment Reminder', 'Customer'), ('Order', 'Receive Customer Order'), ('Shipment', 'Ship Order'), ('Return', 'Issue Credit Note'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Generate Invoice'), ('Schedule Order Fulfillment', 'Order'), ('Order', 'Generate Pick List'), ('Return', 'Approve Return'), ('Dispute', 'Handle Payment Discrepancy'), ('Payment', 'Apply Payment'), ('Return', 'Process Return Request'), ('Generate Pick List', 'Product'), ('Issue Payment Reminder', 'Invoice'), ('Order', 'Pack Items'), ('Apply Payment', 'Payment'), ('Product', 'Update Inventory'), ('Send Invoice to Customer', 'Customer'), ('Product', 'Pick Items'), ('Approve Order', 'Customer'), ('Order', 'Ship Order'), ('Validate Customer Order', 'Order'), ('Apply Discount', 'Order'), ('Order', 'Validate Customer Order'), ('Customer', 'Approve Order'), ('CreditNote', 'Issue Credit Note'), ('Handle Payment Discrepancy', 'Dispute'), ('Customer', 'Reject Order'), ('Customer', 'Send Invoice to Customer'), ('Product', 'Generate Pick List'), ('Generate Invoice', 'Invoice'), ('Invoice', 'Receive Payment'), ('Invoice', 'Send Invoice to Customer'), ('Issue Credit Note', 'CreditNote'), ('Send Invoice to Customer', 'Invoice'), ('Customer', 'Perform Credit Check'), ('Approve Return', 'Return'), ('Customer', 'Process Return Request'), ('Customer', 'Receive Customer Order'), ('Pack Items', 'Order'), ('Receive Payment', 'Invoice'), ('Update Inventory', 'Product'), ('Issue Credit Note', 'Return'), ('Handle Payment Discrepancy', 'Customer'), ('Invoice', 'Apply Payment')}",1239.1327006816864
18,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,486936090.0,<function standard_deviation at 0x0000015FE1CD0CC0>,<function get_cycle_time at 0x0000015FE1CD0680>,{'Return'},"{('Perform Credit Check', 'Customer'), ('Pick Items', 'Product'), ('Shipment', 'Generate Shipping Label'), ('Order', 'Approve Order'), ('Order', 'Perform Credit Check'), ('Ship Order', 'Order'), ('Payment', 'Receive Payment'), ('Generate Pick List', 'Order'), ('Reject Order', 'Order'), ('Order', 'Schedule Order Fulfillment'), ('Issue Payment Reminder', 'Customer'), ('Order', 'Receive Customer Order'), ('Shipment', 'Ship Order'), ('Schedule Order Fulfillment', 'Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Payment', 'Apply Payment'), ('Return', 'Process Return Request'), ('Reject Order', 'Customer'), ('Apply Payment', 'Payment'), ('Validate Customer Order', 'Order'), ('Issue Credit Note', 'CreditNote'), ('Receive Customer Order', 'Order'), ('Customer', 'Process Return Request'), ('Receive Payment', 'Invoice'), ('Handle Payment Discrepancy', 'Customer'), ('Receive Customer Order', 'Customer'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Generate Shipping Label'), ('Generate Invoice', 'Order'), ('Receive Payment', 'Payment'), ('Order', 'Generate Invoice'), ('Return', 'Approve Return'), ('Order', 'Generate Pick List'), ('Generate Pick List', 'Product'), ('Ship Order', 'Shipment'), ('Send Invoice to Customer', 'Customer'), ('CreditNote', 'Issue Credit Note'), ('Customer', 'Approve Order'), ('Handle Payment Discrepancy', 'Dispute'), ('Invoice', 'Send Invoice to Customer'), ('Customer', 'Receive Customer Order'), ('Process Return Request', 'Order'), ('Issue Credit Note', 'Return'), ('Customer', 'Issue Payment Reminder'), ('Order', 'Reject Order'), ('Generate Shipping Label', 'Order'), ('Process Return Request', 'Customer'), ('Order', 'Process Return Request'), ('Approve Order', 'Order'), ('Invoice', 'Handle Payment Discrepancy'), ('Issue Payment Reminder', 'Invoice'), ('Product', 'Update Inventory'), ('Order', 'Ship Order'), ('Order', 'Validate Customer Order'), ('Customer', 'Send Invoice to Customer'), ('Product', 'Generate Pick List'), ('Invoice', 'Receive Payment'), ('Customer', 'Perform Credit Check'), ('Approve Return', 'Return'), ('Pack Items', 'Order'), ('Update Inventory', 'Product'), ('Process Return Request', 'Return'), ('Invoice', 'Apply Payment'), ('Invoice', 'Generate Invoice'), ('Order', 'Apply Discount'), ('Apply Payment', 'Invoice'), ('Handle Payment Discrepancy', 'Invoice'), ('Customer', 'Handle Payment Discrepancy'), ('Return', 'Issue Credit Note'), ('Generate Shipping Label', 'Shipment'), ('Order', 'Pack Items'), ('Product', 'Pick Items'), ('Approve Order', 'Customer'), ('Apply Discount', 'Order'), ('Customer', 'Reject Order'), ('Generate Invoice', 'Invoice'), ('Perform Credit Check', 'Order'), ('Send Invoice to Customer', 'Invoice')}",807.1429674625397
19,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,13.747758624654333,<function skewness at 0x0000015FE1CD0EA0>,<function get_cycle_time at 0x0000015FE1CD0680>,{'Order'},"{('Pick Items', 'Product'), ('Invoice', 'Generate Invoice'), ('Shipment', 'Generate Shipping Label'), ('Customer', 'Issue Payment Reminder'), ('Order', 'Approve Order'), ('Invoice', 'Issue Payment Reminder'), ('Order', 'Reject Order'), ('Generate Shipping Label', 'Order'), ('Order', 'Apply Discount'), ('Apply Payment', 'Invoice'), ('Order', 'Perform Credit Check'), ('Handle Payment Discrepancy', 'Invoice'), ('Ship Order', 'Order'), ('Payment', 'Receive Payment'), ('Order', 'Generate Shipping Label'), ('Generate Invoice', 'Order'), ('Generate Pick List', 'Order'), ('Order', 'Process Return Request'), ('Receive Payment', 'Payment'), ('Customer', 'Handle Payment Discrepancy'), ('Approve Order', 'Order'), ('Order', 'Schedule Order Fulfillment'), ('Order', 'Receive Customer Order'), ('Issue Payment Reminder', 'Customer'), ('Invoice', 'Handle Payment Discrepancy'), ('Return', 'Issue Credit Note'), ('Shipment', 'Ship Order'), ('Order', 'Generate Invoice'), ('Schedule Order Fulfillment', 'Order'), ('Order', 'Generate Pick List'), ('Return', 'Approve Return'), ('Dispute', 'Handle Payment Discrepancy'), ('Generate Shipping Label', 'Shipment'), ('Payment', 'Apply Payment'), ('Return', 'Process Return Request'), ('Generate Pick List', 'Product'), ('Ship Order', 'Shipment'), ('Issue Payment Reminder', 'Invoice'), ('Order', 'Pack Items'), ('Apply Payment', 'Payment'), ('Product', 'Update Inventory'), ('Validate Customer Order', 'Order'), ('Product', 'Pick Items'), ('Approve Order', 'Customer'), ('Order', 'Ship Order'), ('Send Invoice to Customer', 'Customer'), ('Apply Discount', 'Order'), ('Order', 'Validate Customer Order'), ('Customer', 'Approve Order'), ('CreditNote', 'Issue Credit Note'), ('Customer', 'Reject Order'), ('Handle Payment Discrepancy', 'Dispute'), ('Customer', 'Send Invoice to Customer'), ('Generate Invoice', 'Invoice'), ('Product', 'Generate Pick List'), ('Invoice', 'Receive Payment'), ('Invoice', 'Send Invoice to Customer'), ('Issue Credit Note', 'CreditNote'), ('Customer', 'Perform Credit Check'), ('Send Invoice to Customer', 'Invoice'), ('Approve Return', 'Return'), ('Customer', 'Receive Customer Order'), ('Customer', 'Process Return Request'), ('Pack Items', 'Order'), ('Receive Payment', 'Invoice'), ('Update Inventory', 'Product'), ('Issue Credit Note', 'Return'), ('Handle Payment Discrepancy', 'Customer'), ('Invoice', 'Apply Payment')}",853.3816125392914
