,Test,Runtime
0,383656980054.8164,2504.935404777527
1,3878379888.7245646,62.829854011535645
2,39481381337.73895,438.9362053871155
3,2049433357.2357345,34.60462784767151
4,97133073075.58672,525.3520975112915
5,4458007545.012885,78.43437242507935
6,496414665.92543703,11.86382818222046
7,2300712013.3499117,19.239978075027462
8,177244690123.05057,1304.8775494098663
9,1909137840.4547894,6.669864892959595
