,Log,Objects,Events,Activities,Types,Standard Deviation,Start,Relations,Notion
43,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,4377772787.336814,{'Order'},"{('Process Return Request', 'Return'), ('Ship Order', 'Order'), ('Generate Pick List', 'Product'), ('Pick Items', 'Product'), ('Apply Discount', 'Order'), ('Perform Credit Check', 'Customer'), ('Product', 'Update Inventory'), ('Invoice', 'Apply Payment'), ('Payment', 'Receive Payment'), ('Ship Order', 'Shipment'), ('Generate Invoice', 'Order'), ('CreditNote', 'Issue Credit Note'), ('Generate Invoice', 'Invoice'), ('Issue Payment Reminder', 'Customer'), ('Validate Customer Order', 'Order'), ('Order', 'Pack Items'), ('Shipment', 'Generate Shipping Label'), ('Generate Shipping Label', 'Order'), ('Issue Payment Reminder', 'Invoice'), ('Process Return Request', 'Customer'), ('Send Invoice to Customer', 'Customer'), ('Approve Return', 'Return'), ('Order', 'Generate Pick List'), ('Order', 'Perform Credit Check'), ('Schedule Order Fulfillment', 'Order'), ('Send Invoice to Customer', 'Invoice'), ('Approve Order', 'Order'), ('Apply Payment', 'Payment'), ('Order', 'Ship Order'), ('Receive Customer Order', 'Customer'), ('Issue Credit Note', 'CreditNote'), ('Return', 'Approve Return'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Schedule Order Fulfillment'), ('Pack Items', 'Order'), ('Receive Customer Order', 'Order'), ('Reject Order', 'Customer'), ('Invoice', 'Receive Payment'), ('Order', 'Validate Customer Order'), ('Invoice', 'Send Invoice to Customer'), ('Handle Payment Discrepancy', 'Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Reject Order', 'Order'), ('Order', 'Receive Customer Order'), ('Order', 'Approve Order'), ('Update Inventory', 'Product'), ('Perform Credit Check', 'Order'), ('Invoice', 'Issue Payment Reminder'), ('Invoice', 'Generate Invoice'), ('Return', 'Process Return Request'), ('Return', 'Issue Credit Note'), ('Order', 'Apply Discount'), ('Order', 'Reject Order'), ('Order', 'Process Return Request'), ('Approve Order', 'Customer'), ('Payment', 'Apply Payment'), ('Shipment', 'Ship Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Apply Payment', 'Invoice'), ('Order', 'Generate Shipping Label'), ('Receive Payment', 'Invoice'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Dispute'), ('Product', 'Generate Pick List'), ('Generate Pick List', 'Order'), ('Receive Payment', 'Payment'), ('Generate Shipping Label', 'Shipment'), ('Order', 'Generate Invoice'), ('Issue Credit Note', 'Return'), ('Product', 'Pick Items')}",Advanced
44,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,0.0,{'Payment'},"{('Process Return Request', 'Return'), ('Ship Order', 'Order'), ('Generate Pick List', 'Product'), ('Pick Items', 'Product'), ('Apply Discount', 'Order'), ('Perform Credit Check', 'Customer'), ('Product', 'Update Inventory'), ('Invoice', 'Apply Payment'), ('Payment', 'Receive Payment'), ('Ship Order', 'Shipment'), ('Generate Invoice', 'Order'), ('CreditNote', 'Issue Credit Note'), ('Generate Invoice', 'Invoice'), ('Issue Payment Reminder', 'Customer'), ('Validate Customer Order', 'Order'), ('Order', 'Pack Items'), ('Shipment', 'Generate Shipping Label'), ('Generate Shipping Label', 'Order'), ('Issue Payment Reminder', 'Invoice'), ('Send Invoice to Customer', 'Customer'), ('Process Return Request', 'Customer'), ('Approve Return', 'Return'), ('Send Invoice to Customer', 'Invoice'), ('Order', 'Generate Pick List'), ('Order', 'Perform Credit Check'), ('Schedule Order Fulfillment', 'Order'), ('Apply Payment', 'Payment'), ('Approve Order', 'Order'), ('Order', 'Ship Order'), ('Receive Customer Order', 'Customer'), ('Issue Credit Note', 'CreditNote'), ('Return', 'Approve Return'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Schedule Order Fulfillment'), ('Pack Items', 'Order'), ('Receive Customer Order', 'Order'), ('Invoice', 'Receive Payment'), ('Reject Order', 'Customer'), ('Order', 'Validate Customer Order'), ('Invoice', 'Send Invoice to Customer'), ('Handle Payment Discrepancy', 'Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Reject Order', 'Order'), ('Order', 'Receive Customer Order'), ('Order', 'Approve Order'), ('Update Inventory', 'Product'), ('Invoice', 'Issue Payment Reminder'), ('Perform Credit Check', 'Order'), ('Invoice', 'Generate Invoice'), ('Return', 'Process Return Request'), ('Return', 'Issue Credit Note'), ('Order', 'Apply Discount'), ('Order', 'Reject Order'), ('Order', 'Process Return Request'), ('Approve Order', 'Customer'), ('Payment', 'Apply Payment'), ('Shipment', 'Ship Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Apply Payment', 'Invoice'), ('Order', 'Generate Shipping Label'), ('Receive Payment', 'Invoice'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Dispute'), ('Product', 'Generate Pick List'), ('Generate Pick List', 'Order'), ('Receive Payment', 'Payment'), ('Generate Shipping Label', 'Shipment'), ('Order', 'Generate Invoice'), ('Issue Credit Note', 'Return'), ('Product', 'Pick Items')}",Advanced
45,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,0.0,{'Invoice'},"{('Process Return Request', 'Return'), ('Ship Order', 'Order'), ('Generate Pick List', 'Product'), ('Pick Items', 'Product'), ('Apply Discount', 'Order'), ('Perform Credit Check', 'Customer'), ('Product', 'Update Inventory'), ('Invoice', 'Apply Payment'), ('Payment', 'Receive Payment'), ('Ship Order', 'Shipment'), ('Generate Invoice', 'Order'), ('CreditNote', 'Issue Credit Note'), ('Generate Invoice', 'Invoice'), ('Issue Payment Reminder', 'Customer'), ('Validate Customer Order', 'Order'), ('Order', 'Pack Items'), ('Shipment', 'Generate Shipping Label'), ('Generate Shipping Label', 'Order'), ('Issue Payment Reminder', 'Invoice'), ('Send Invoice to Customer', 'Customer'), ('Process Return Request', 'Customer'), ('Approve Return', 'Return'), ('Send Invoice to Customer', 'Invoice'), ('Order', 'Generate Pick List'), ('Order', 'Perform Credit Check'), ('Schedule Order Fulfillment', 'Order'), ('Apply Payment', 'Payment'), ('Approve Order', 'Order'), ('Order', 'Ship Order'), ('Receive Customer Order', 'Customer'), ('Issue Credit Note', 'CreditNote'), ('Return', 'Approve Return'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Schedule Order Fulfillment'), ('Pack Items', 'Order'), ('Receive Customer Order', 'Order'), ('Invoice', 'Receive Payment'), ('Reject Order', 'Customer'), ('Order', 'Validate Customer Order'), ('Invoice', 'Send Invoice to Customer'), ('Handle Payment Discrepancy', 'Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Reject Order', 'Order'), ('Order', 'Receive Customer Order'), ('Order', 'Approve Order'), ('Update Inventory', 'Product'), ('Invoice', 'Issue Payment Reminder'), ('Perform Credit Check', 'Order'), ('Invoice', 'Generate Invoice'), ('Return', 'Process Return Request'), ('Return', 'Issue Credit Note'), ('Order', 'Apply Discount'), ('Order', 'Reject Order'), ('Order', 'Process Return Request'), ('Approve Order', 'Customer'), ('Payment', 'Apply Payment'), ('Shipment', 'Ship Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Apply Payment', 'Invoice'), ('Order', 'Generate Shipping Label'), ('Receive Payment', 'Invoice'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Dispute'), ('Product', 'Generate Pick List'), ('Generate Pick List', 'Order'), ('Receive Payment', 'Payment'), ('Generate Shipping Label', 'Shipment'), ('Order', 'Generate Invoice'), ('Issue Credit Note', 'Return'), ('Product', 'Pick Items')}",Advanced
46,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,0.0,{'Shipment'},"{('Process Return Request', 'Return'), ('Ship Order', 'Order'), ('Generate Pick List', 'Product'), ('Pick Items', 'Product'), ('Apply Discount', 'Order'), ('Perform Credit Check', 'Customer'), ('Product', 'Update Inventory'), ('Invoice', 'Apply Payment'), ('Payment', 'Receive Payment'), ('Ship Order', 'Shipment'), ('Generate Invoice', 'Order'), ('CreditNote', 'Issue Credit Note'), ('Generate Invoice', 'Invoice'), ('Issue Payment Reminder', 'Customer'), ('Validate Customer Order', 'Order'), ('Order', 'Pack Items'), ('Shipment', 'Generate Shipping Label'), ('Generate Shipping Label', 'Order'), ('Issue Payment Reminder', 'Invoice'), ('Process Return Request', 'Customer'), ('Send Invoice to Customer', 'Customer'), ('Approve Return', 'Return'), ('Order', 'Generate Pick List'), ('Order', 'Perform Credit Check'), ('Schedule Order Fulfillment', 'Order'), ('Send Invoice to Customer', 'Invoice'), ('Approve Order', 'Order'), ('Apply Payment', 'Payment'), ('Order', 'Ship Order'), ('Receive Customer Order', 'Customer'), ('Issue Credit Note', 'CreditNote'), ('Return', 'Approve Return'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Schedule Order Fulfillment'), ('Pack Items', 'Order'), ('Receive Customer Order', 'Order'), ('Reject Order', 'Customer'), ('Invoice', 'Receive Payment'), ('Order', 'Validate Customer Order'), ('Invoice', 'Send Invoice to Customer'), ('Handle Payment Discrepancy', 'Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Reject Order', 'Order'), ('Order', 'Receive Customer Order'), ('Order', 'Approve Order'), ('Update Inventory', 'Product'), ('Perform Credit Check', 'Order'), ('Invoice', 'Issue Payment Reminder'), ('Invoice', 'Generate Invoice'), ('Return', 'Process Return Request'), ('Return', 'Issue Credit Note'), ('Order', 'Apply Discount'), ('Order', 'Reject Order'), ('Order', 'Process Return Request'), ('Approve Order', 'Customer'), ('Payment', 'Apply Payment'), ('Shipment', 'Ship Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Apply Payment', 'Invoice'), ('Order', 'Generate Shipping Label'), ('Receive Payment', 'Invoice'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Dispute'), ('Product', 'Generate Pick List'), ('Generate Pick List', 'Order'), ('Receive Payment', 'Payment'), ('Generate Shipping Label', 'Shipment'), ('Order', 'Generate Invoice'), ('Issue Credit Note', 'Return'), ('Product', 'Pick Items')}",Advanced
47,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,0.0,{'Dispute'},"{('Process Return Request', 'Return'), ('Ship Order', 'Order'), ('Generate Pick List', 'Product'), ('Pick Items', 'Product'), ('Apply Discount', 'Order'), ('Perform Credit Check', 'Customer'), ('Product', 'Update Inventory'), ('Invoice', 'Apply Payment'), ('Payment', 'Receive Payment'), ('Ship Order', 'Shipment'), ('Generate Invoice', 'Order'), ('CreditNote', 'Issue Credit Note'), ('Generate Invoice', 'Invoice'), ('Issue Payment Reminder', 'Customer'), ('Validate Customer Order', 'Order'), ('Order', 'Pack Items'), ('Shipment', 'Generate Shipping Label'), ('Generate Shipping Label', 'Order'), ('Issue Payment Reminder', 'Invoice'), ('Send Invoice to Customer', 'Customer'), ('Process Return Request', 'Customer'), ('Approve Return', 'Return'), ('Send Invoice to Customer', 'Invoice'), ('Order', 'Generate Pick List'), ('Order', 'Perform Credit Check'), ('Schedule Order Fulfillment', 'Order'), ('Apply Payment', 'Payment'), ('Approve Order', 'Order'), ('Order', 'Ship Order'), ('Receive Customer Order', 'Customer'), ('Issue Credit Note', 'CreditNote'), ('Return', 'Approve Return'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Schedule Order Fulfillment'), ('Pack Items', 'Order'), ('Receive Customer Order', 'Order'), ('Invoice', 'Receive Payment'), ('Reject Order', 'Customer'), ('Order', 'Validate Customer Order'), ('Handle Payment Discrepancy', 'Customer'), ('Invoice', 'Send Invoice to Customer'), ('Handle Payment Discrepancy', 'Invoice'), ('Reject Order', 'Order'), ('Order', 'Receive Customer Order'), ('Order', 'Approve Order'), ('Update Inventory', 'Product'), ('Invoice', 'Issue Payment Reminder'), ('Perform Credit Check', 'Order'), ('Invoice', 'Generate Invoice'), ('Return', 'Process Return Request'), ('Return', 'Issue Credit Note'), ('Order', 'Apply Discount'), ('Order', 'Reject Order'), ('Order', 'Process Return Request'), ('Approve Order', 'Customer'), ('Payment', 'Apply Payment'), ('Shipment', 'Ship Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Apply Payment', 'Invoice'), ('Order', 'Generate Shipping Label'), ('Receive Payment', 'Invoice'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Dispute'), ('Product', 'Generate Pick List'), ('Generate Pick List', 'Order'), ('Receive Payment', 'Payment'), ('Generate Shipping Label', 'Shipment'), ('Order', 'Generate Invoice'), ('Issue Credit Note', 'Return'), ('Product', 'Pick Items')}",Advanced
48,data/03_ocel_lrms_o2c.xml,8819,28278,22,9,2481246772.4750614,{'Customer'},"{('Process Return Request', 'Return'), ('Customer', 'Reject Order'), ('Customer', 'Process Return Request'), ('Customer', 'Send Invoice to Customer'), ('Ship Order', 'Order'), ('Generate Pick List', 'Product'), ('Pick Items', 'Product'), ('Apply Discount', 'Order'), ('Perform Credit Check', 'Customer'), ('Product', 'Update Inventory'), ('Invoice', 'Apply Payment'), ('Payment', 'Receive Payment'), ('Ship Order', 'Shipment'), ('Generate Invoice', 'Order'), ('CreditNote', 'Issue Credit Note'), ('Generate Invoice', 'Invoice'), ('Issue Payment Reminder', 'Customer'), ('Validate Customer Order', 'Order'), ('Order', 'Pack Items'), ('Shipment', 'Generate Shipping Label'), ('Generate Shipping Label', 'Order'), ('Issue Payment Reminder', 'Invoice'), ('Send Invoice to Customer', 'Customer'), ('Process Return Request', 'Customer'), ('Approve Return', 'Return'), ('Send Invoice to Customer', 'Invoice'), ('Order', 'Generate Pick List'), ('Order', 'Perform Credit Check'), ('Schedule Order Fulfillment', 'Order'), ('Approve Order', 'Order'), ('Apply Payment', 'Payment'), ('Order', 'Ship Order'), ('Receive Customer Order', 'Customer'), ('Issue Credit Note', 'CreditNote'), ('Return', 'Approve Return'), ('Invoice', 'Handle Payment Discrepancy'), ('Order', 'Schedule Order Fulfillment'), ('Pack Items', 'Order'), ('Receive Customer Order', 'Order'), ('Reject Order', 'Customer'), ('Invoice', 'Receive Payment'), ('Order', 'Validate Customer Order'), ('Handle Payment Discrepancy', 'Customer'), ('Invoice', 'Send Invoice to Customer'), ('Customer', 'Perform Credit Check'), ('Handle Payment Discrepancy', 'Invoice'), ('Reject Order', 'Order'), ('Order', 'Receive Customer Order'), ('Order', 'Approve Order'), ('Update Inventory', 'Product'), ('Customer', 'Issue Payment Reminder'), ('Perform Credit Check', 'Order'), ('Invoice', 'Issue Payment Reminder'), ('Invoice', 'Generate Invoice'), ('Return', 'Process Return Request'), ('Return', 'Issue Credit Note'), ('Order', 'Apply Discount'), ('Order', 'Reject Order'), ('Order', 'Process Return Request'), ('Approve Order', 'Customer'), ('Payment', 'Apply Payment'), ('Shipment', 'Ship Order'), ('Dispute', 'Handle Payment Discrepancy'), ('Apply Payment', 'Invoice'), ('Order', 'Generate Shipping Label'), ('Receive Payment', 'Invoice'), ('Process Return Request', 'Order'), ('Handle Payment Discrepancy', 'Dispute'), ('Product', 'Generate Pick List'), ('Customer', 'Handle Payment Discrepancy'), ('Generate Pick List', 'Order'), ('Receive Payment', 'Payment'), ('Generate Shipping Label', 'Shipment'), ('Customer', 'Receive Customer Order'), ('Customer', 'Approve Order'), ('Order', 'Generate Invoice'), ('Issue Credit Note', 'Return'), ('Product', 'Pick Items')}",Advanced
49,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,109034.84511264226,{'Purchase Requisition'},"{('Purchase Requisition', 'Create PO (Batch)'), ('Purchase Requisition', 'Create PR'), ('Purchase Requisition', 'Reject PR'), ('Purchase Requisition', 'Create PO'), ('Purchase Requisition', 'Approve PR')}",Traditional
50,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,10248687.698196808,{'Purchase Order'},"{('Purchase Order', 'Approve PO'), ('Purchase Order', 'Send PO to Supplier'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Purchase Order', 'Three-way Match - Successful'), ('Purchase Order', 'Create PO'), ('Purchase Order', 'Receive Invoice'), ('Purchase Order', 'Receive Goods'), ('Purchase Order', 'Create PO (Batch)')}",Traditional
51,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,691205.7559878065,{'Supplier'},"{('Supplier', 'Make Payment'), ('Supplier', 'Send PO to Supplier')}",Traditional
52,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,9044126.579693126,{'Payment'},"{('Payment', 'Make Payment')}",Traditional
53,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,13436663.976231115,{'Invoice'},"{('Invoice', 'Make Payment'), ('Invoice', 'Receive Invoice'), ('Invoice', 'Three-way Match - Successful'), ('Invoice', 'Three-way Match - Mismatch Found')}",Traditional
54,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,15801588.938821802,{'Goods Receipt'},"{('Goods Receipt', 'Three-way Match - Successful'), ('Goods Receipt', 'Receive Goods'), ('Goods Receipt', 'Three-way Match - Mismatch Found')}",Traditional
55,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,1543420.3260297764,"{'Purchase Requisition', 'Purchase Order', 'Supplier', 'Payment', 'Invoice', 'Goods Receipt'}","{('Reject PR', 'Purchase Requisition'), ('Receive Goods', 'Goods Receipt'), ('Purchase Requisition', 'Create PO (Batch)'), ('Make Payment', 'Supplier'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Approve PR', 'Purchase Requisition'), ('Invoice', 'Three-way Match - Successful'), ('Purchase Order', 'Receive Goods'), ('Invoice', 'Receive Invoice'), ('Purchase Requisition', 'Approve PR'), ('Three-way Match - Mismatch Found', 'Goods Receipt'), ('Purchase Requisition', 'Reject PR'), ('Purchase Requisition', 'Create PR'), ('Goods Receipt', 'Receive Goods'), ('Purchase Order', 'Send PO to Supplier'), ('Receive Invoice', 'Invoice'), ('Receive Invoice', 'Purchase Order'), ('Send PO to Supplier', 'Supplier'), ('Purchase Order', 'Create PO'), ('Create PO (Batch)', 'Purchase Order'), ('Purchase Order', 'Create PO (Batch)'), ('Approve PO', 'Purchase Order'), ('Create PO (Batch)', 'Purchase Requisition'), ('Three-way Match - Successful', 'Invoice'), ('Three-way Match - Successful', 'Purchase Order'), ('Invoice', 'Make Payment'), ('Supplier', 'Make Payment'), ('Make Payment', 'Invoice'), ('Supplier', 'Send PO to Supplier'), ('Create PR', 'Purchase Requisition'), ('Three-way Match - Successful', 'Goods Receipt'), ('Payment', 'Make Payment'), ('Receive Goods', 'Purchase Order'), ('Make Payment', 'Payment'), ('Purchase Order', 'Approve PO'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Purchase Order', 'Three-way Match - Successful'), ('Create PO', 'Purchase Order'), ('Purchase Order', 'Receive Invoice'), ('Three-way Match - Mismatch Found', 'Invoice'), ('Send PO to Supplier', 'Purchase Order'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Purchase Requisition', 'Create PO'), ('Goods Receipt', 'Three-way Match - Successful'), ('Create PO', 'Purchase Requisition'), ('Three-way Match - Mismatch Found', 'Purchase Order')}",Connected
56,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,4989455.336704248,{'Purchase Requisition'},"{('Reject PR', 'Purchase Requisition'), ('Purchase Requisition', 'Create PO (Batch)'), ('Receive Goods', 'Goods Receipt'), ('Make Payment', 'Supplier'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Approve PR', 'Purchase Requisition'), ('Invoice', 'Three-way Match - Successful'), ('Purchase Order', 'Receive Goods'), ('Invoice', 'Receive Invoice'), ('Purchase Requisition', 'Reject PR'), ('Purchase Requisition', 'Approve PR'), ('Three-way Match - Mismatch Found', 'Goods Receipt'), ('Purchase Requisition', 'Create PR'), ('Goods Receipt', 'Receive Goods'), ('Purchase Order', 'Send PO to Supplier'), ('Receive Invoice', 'Invoice'), ('Receive Invoice', 'Purchase Order'), ('Send PO to Supplier', 'Supplier'), ('Purchase Order', 'Create PO'), ('Create PO (Batch)', 'Purchase Order'), ('Purchase Order', 'Create PO (Batch)'), ('Approve PO', 'Purchase Order'), ('Invoice', 'Make Payment'), ('Create PO (Batch)', 'Purchase Requisition'), ('Three-way Match - Successful', 'Invoice'), ('Three-way Match - Successful', 'Purchase Order'), ('Make Payment', 'Invoice'), ('Create PR', 'Purchase Requisition'), ('Three-way Match - Successful', 'Goods Receipt'), ('Receive Goods', 'Purchase Order'), ('Make Payment', 'Payment'), ('Purchase Order', 'Approve PO'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Purchase Order', 'Three-way Match - Successful'), ('Create PO', 'Purchase Order'), ('Purchase Order', 'Receive Invoice'), ('Three-way Match - Mismatch Found', 'Invoice'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Send PO to Supplier', 'Purchase Order'), ('Purchase Requisition', 'Create PO'), ('Goods Receipt', 'Three-way Match - Successful'), ('Create PO', 'Purchase Requisition'), ('Three-way Match - Mismatch Found', 'Purchase Order')}",Advanced
57,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,2884978.4100961,{'Purchase Order'},"{('Receive Goods', 'Goods Receipt'), ('Purchase Requisition', 'Create PO (Batch)'), ('Reject PR', 'Purchase Requisition'), ('Make Payment', 'Supplier'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Approve PR', 'Purchase Requisition'), ('Invoice', 'Three-way Match - Successful'), ('Purchase Order', 'Receive Goods'), ('Invoice', 'Receive Invoice'), ('Purchase Requisition', 'Approve PR'), ('Three-way Match - Mismatch Found', 'Goods Receipt'), ('Purchase Requisition', 'Reject PR'), ('Purchase Requisition', 'Create PR'), ('Goods Receipt', 'Receive Goods'), ('Purchase Order', 'Send PO to Supplier'), ('Receive Invoice', 'Invoice'), ('Receive Invoice', 'Purchase Order'), ('Send PO to Supplier', 'Supplier'), ('Purchase Order', 'Create PO'), ('Create PO (Batch)', 'Purchase Order'), ('Purchase Order', 'Create PO (Batch)'), ('Approve PO', 'Purchase Order'), ('Invoice', 'Make Payment'), ('Create PO (Batch)', 'Purchase Requisition'), ('Three-way Match - Successful', 'Purchase Order'), ('Three-way Match - Successful', 'Invoice'), ('Make Payment', 'Invoice'), ('Create PR', 'Purchase Requisition'), ('Three-way Match - Successful', 'Goods Receipt'), ('Receive Goods', 'Purchase Order'), ('Make Payment', 'Payment'), ('Purchase Order', 'Approve PO'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Purchase Order', 'Three-way Match - Successful'), ('Purchase Order', 'Receive Invoice'), ('Create PO', 'Purchase Order'), ('Three-way Match - Mismatch Found', 'Invoice'), ('Send PO to Supplier', 'Purchase Order'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Purchase Requisition', 'Create PO'), ('Goods Receipt', 'Three-way Match - Successful'), ('Create PO', 'Purchase Requisition'), ('Three-way Match - Mismatch Found', 'Purchase Order')}",Advanced
58,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,0.0,{'Supplier'},"{('Receive Goods', 'Goods Receipt'), ('Purchase Requisition', 'Create PO (Batch)'), ('Reject PR', 'Purchase Requisition'), ('Make Payment', 'Supplier'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Approve PR', 'Purchase Requisition'), ('Invoice', 'Three-way Match - Successful'), ('Purchase Order', 'Receive Goods'), ('Invoice', 'Receive Invoice'), ('Purchase Requisition', 'Approve PR'), ('Three-way Match - Mismatch Found', 'Goods Receipt'), ('Purchase Requisition', 'Reject PR'), ('Purchase Requisition', 'Create PR'), ('Goods Receipt', 'Receive Goods'), ('Purchase Order', 'Send PO to Supplier'), ('Receive Invoice', 'Invoice'), ('Receive Invoice', 'Purchase Order'), ('Send PO to Supplier', 'Supplier'), ('Purchase Order', 'Create PO'), ('Create PO (Batch)', 'Purchase Order'), ('Purchase Order', 'Create PO (Batch)'), ('Approve PO', 'Purchase Order'), ('Three-way Match - Successful', 'Invoice'), ('Create PO (Batch)', 'Purchase Requisition'), ('Three-way Match - Successful', 'Purchase Order'), ('Invoice', 'Make Payment'), ('Supplier', 'Make Payment'), ('Make Payment', 'Invoice'), ('Supplier', 'Send PO to Supplier'), ('Create PR', 'Purchase Requisition'), ('Three-way Match - Successful', 'Goods Receipt'), ('Receive Goods', 'Purchase Order'), ('Make Payment', 'Payment'), ('Purchase Order', 'Approve PO'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Purchase Order', 'Three-way Match - Successful'), ('Purchase Order', 'Receive Invoice'), ('Create PO', 'Purchase Order'), ('Send PO to Supplier', 'Purchase Order'), ('Three-way Match - Mismatch Found', 'Invoice'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Purchase Requisition', 'Create PO'), ('Goods Receipt', 'Three-way Match - Successful'), ('Create PO', 'Purchase Requisition'), ('Three-way Match - Mismatch Found', 'Purchase Order')}",Advanced
59,data/04_ocel_lrms_p2p.xml,4493,8300,12,6,2691626.6286710063,{'Payment'},"{('Receive Goods', 'Goods Receipt'), ('Purchase Requisition', 'Create PO (Batch)'), ('Reject PR', 'Purchase Requisition'), ('Make Payment', 'Supplier'), ('Invoice', 'Three-way Match - Mismatch Found'), ('Approve PR', 'Purchase Requisition'), ('Invoice', 'Three-way Match - Successful'), ('Purchase Order', 'Receive Goods'), ('Invoice', 'Receive Invoice'), ('Purchase Requisition', 'Approve PR'), ('Three-way Match - Mismatch Found', 'Goods Receipt'), ('Purchase Requisition', 'Reject PR'), ('Purchase Requisition', 'Create PR'), ('Goods Receipt', 'Receive Goods'), ('Purchase Order', 'Send PO to Supplier'), ('Receive Invoice', 'Invoice'), ('Receive Invoice', 'Purchase Order'), ('Send PO to Supplier', 'Supplier'), ('Purchase Order', 'Create PO'), ('Create PO (Batch)', 'Purchase Order'), ('Purchase Order', 'Create PO (Batch)'), ('Approve PO', 'Purchase Order'), ('Three-way Match - Successful', 'Invoice'), ('Create PO (Batch)', 'Purchase Requisition'), ('Three-way Match - Successful', 'Purchase Order'), ('Invoice', 'Make Payment'), ('Make Payment', 'Invoice'), ('Create PR', 'Purchase Requisition'), ('Three-way Match - Successful', 'Goods Receipt'), ('Payment', 'Make Payment'), ('Receive Goods', 'Purchase Order'), ('Make Payment', 'Payment'), ('Purchase Order', 'Approve PO'), ('Purchase Order', 'Three-way Match - Mismatch Found'), ('Purchase Order', 'Three-way Match - Successful'), ('Purchase Order', 'Receive Invoice'), ('Create PO', 'Purchase Order'), ('Three-way Match - Mismatch Found', 'Invoice'), ('Goods Receipt', 'Three-way Match - Mismatch Found'), ('Send PO to Supplier', 'Purchase Order'), ('Purchase Requisition', 'Create PO'), ('Goods Receipt', 'Three-way Match - Successful'), ('Create PO', 'Purchase Requisition'), ('Three-way Match - Mismatch Found', 'Purchase Order')}",Advanced
